,path,file_name,file_size_Mb,last_access,last_modified,created_on
WST-20190530-20190603-HER2ShC-ShY_Shc-ShY_AMonly.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,WST-20190530-20190603-HER2ShC-ShY_Shc-ShY_AMonly.xlsx,31.541,18 Jul 2019,21 Sep 2020,21 Sep 2020
WST-20190530-20190603-HER2ShC-ShY_Shc-ShY_GMonly.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,WST-20190530-20190603-HER2ShC-ShY_Shc-ShY_GMonly.xlsx,30.121,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190530MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day1-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190530MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day1-h2.xls,39.936,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190530MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day1-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190530MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day1-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190530MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day1-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190530MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day1-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190530MCF10A-ShCont-ShYAP-AM-GM-Day1-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190530MCF10A-ShCont-ShYAP-AM-GM-Day1-h2.xls,38.912,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190530MCF10A-ShCont-ShYAP-AM-GM-Day1-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190530MCF10A-ShCont-ShYAP-AM-GM-Day1-h3.xls,38.912,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190530MCF10A-ShCont-ShYAP-AM-GM-Day1-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190530MCF10A-ShCont-ShYAP-AM-GM-Day1-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190531MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day2-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190531MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day2-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190531MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day2-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190531MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day2-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190531MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day2-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190531MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day2-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190531MCF10A-ShCont-ShYAP-AM-GM-Day2-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190531MCF10A-ShCont-ShYAP-AM-GM-Day2-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190531MCF10A-ShCont-ShYAP-AM-GM-Day2-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190531MCF10A-ShCont-ShYAP-AM-GM-Day2-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190531MCF10A-ShCont-ShYAP-AM-GM-Day2-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190531MCF10A-ShCont-ShYAP-AM-GM-Day2-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190601MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day3-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190601MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day3-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190601MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day3-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190601MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day3-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190601MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day3-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190601MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day3-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190601MCF10A-ShCont-ShYAP-AM-GM-Day3-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190601MCF10A-ShCont-ShYAP-AM-GM-Day3-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190601MCF10A-ShCont-ShYAP-AM-GM-Day3-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190601MCF10A-ShCont-ShYAP-AM-GM-Day3-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190601MCF10A-ShCont-ShYAP-AM-GM-Day3-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190601MCF10A-ShCont-ShYAP-AM-GM-Day3-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190602MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day4-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190602MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day4-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190602MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day4-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190602MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day4-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190602MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day4-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190602MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day4-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190602MCF10A-ShCont-ShYAP-AM-GM-Day4-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190602MCF10A-ShCont-ShYAP-AM-GM-Day4-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190602MCF10A-ShCont-ShYAP-AM-GM-Day4-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190602MCF10A-ShCont-ShYAP-AM-GM-Day4-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190602MCF10A-ShCont-ShYAP-AM-GM-Day4-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190602MCF10A-ShCont-ShYAP-AM-GM-Day4-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190603MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day5-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190603MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day5-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190603MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day5-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190603MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day5-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190603MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day5-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190603MCF10A-GFP-HER2-ShCont-ShYAP-AM-GM-Day5-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190603MCF10A-ShCont-ShYAP-AM-GM-Day5-h2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190603MCF10A-ShCont-ShYAP-AM-GM-Day5-h2.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190603MCF10A-ShCont-ShYAP-AM-GM-Day5-h3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190603MCF10A-ShCont-ShYAP-AM-GM-Day5-h3.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190603MCF10A-ShCont-ShYAP-AM-GM-Day5-h4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11\Raw data,20190603MCF10A-ShCont-ShYAP-AM-GM-Day5-h4.xls,38.4,05 Jun 2019,21 Sep 2020,21 Sep 2020
20190406-WST assay-N1- MCF10A-GMAM-HER2ShCont-HER2ShYAP-p6 Analysis by Shruti.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6,20190406-WST assay-N1- MCF10A-GMAM-HER2ShCont-HER2ShYAP-p6 Analysis by Shruti.xlsx,33.1,24 Apr 2019,21 Sep 2020,21 Sep 2020
Raw data blank normalization,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6,Raw data blank normalization,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Shruti_WST N1 (Analysis done by Ayesha),E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6,Shruti_WST N1 (Analysis done by Ayesha),8.192,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190406-MCF10A-HER2-ShCont-ShYAP-AM-DAY1-hr2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Raw data blank normalization,20190406-MCF10A-HER2-ShCont-ShYAP-AM-DAY1-hr2.xls,11.776,23 Apr 2019,21 Sep 2020,21 Sep 2020
20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Raw data blank normalization,20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr2.xls,11.776,23 Apr 2019,21 Sep 2020,21 Sep 2020
20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Raw data blank normalization,20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr3.xls,38.912,23 Apr 2019,21 Sep 2020,21 Sep 2020
20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Raw data blank normalization,20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr4.xls,37.888,24 Apr 2019,21 Sep 2020,21 Sep 2020
20190406-MCF10A-HER2-ShCont-ShYAP-GM-DAY1-hr2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190406-MCF10A-HER2-ShCont-ShYAP-GM-DAY1-hr2.xls,30.208,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190407-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY2-hr2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190407-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY2-hr2.xls,37.888,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190407-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY2-hr3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190407-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY2-hr3.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190407-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY2-hr4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190407-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY2-hr4.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190408-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY3-hr2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190408-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY3-hr2.xls,32.256,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190408-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY3-hr3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190408-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY3-hr3.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190408-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY3-hr4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190408-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY3-hr4.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190409-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY4-hr2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190409-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY4-hr2.xls,32.256,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190409-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY4-hr3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190409-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY4-hr3.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190409-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY4-hr4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190409-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY4-hr4.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190410-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY5-hr2.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190410-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY5-hr2.xls,32.256,22 Apr 2019,21 Sep 2020,21 Sep 2020
20190410-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY5-hr3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190410-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY5-hr3.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
20190410-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY5-hr4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),20190410-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY5-hr4.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
Copy of 20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr3.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),Copy of 20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr3.xls,32.256,21 Apr 2019,21 Sep 2020,21 Sep 2020
Copy of 20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),Copy of 20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM-DAY1-hr4.xls,37.888,21 Apr 2019,21 Sep 2020,21 Sep 2020
Copy of 20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM1-DAY1-hr4.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),Copy of 20190406-MCF10A-HER2-ShCont-ShYAP-GM-AM1-DAY1-hr4.xls,37.888,21 Apr 2019,21 Sep 2020,21 Sep 2020
Raw data blank normalization.zip,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),Raw data blank normalization.zip,120.076,24 Apr 2019,21 Sep 2020,21 Sep 2020
Shruti_Wst1.pptx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),Shruti_Wst1.pptx,73.1,22 Apr 2019,21 Sep 2020,21 Sep 2020
WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_AM_hr2 analysis SB.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_AM_hr2 analysis SB.xls,28.16,22 Apr 2019,21 Sep 2020,21 Sep 2020
WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_AM_hr3 analysis SB.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_AM_hr3 analysis SB.xls,28.16,22 Apr 2019,21 Sep 2020,21 Sep 2020
WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_AM_hr4 analysis SB.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_AM_hr4 analysis SB.xls,28.16,22 Apr 2019,21 Sep 2020,21 Sep 2020
WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_GM_hr2 analysis SB.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_GM_hr2 analysis SB.xls,28.16,22 Apr 2019,21 Sep 2020,21 Sep 2020
WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_GM_hr3 analysis SB.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_GM_hr3 analysis SB.xls,28.16,22 Apr 2019,21 Sep 2020,21 Sep 2020
WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_GM_hr4 analysis SB.xls,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N1-HER2-ShCont-ShYAP-GM-AM-p6\Shruti_WST N1 (Analysis done by Ayesha),WST growth assay_20190422 MCF10A GFP+HER2+shCont-YAP_GM_hr4 analysis SB.xls,28.16,22 Apr 2019,21 Sep 2020,21 Sep 2020
Analysis-N2-20190423-20190427-HER2ShC-ShY-GM-AM-p10.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10,Analysis-N2-20190423-20190427-HER2ShC-ShY-GM-AM-p10.xlsx,35.401,01 May 2019,21 Sep 2020,21 Sep 2020
Blank normalization N2 (Day1-5).xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10,Blank normalization N2 (Day1-5).xlsx,26.929,01 May 2019,21 Sep 2020,21 Sep 2020
Raw data (N2),E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10,Raw data (N2),4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h2.csv,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10\Raw data (N2),20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h2.csv,4.796,01 May 2019,21 Sep 2020,21 Sep 2020
20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h3.csv,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10\Raw data (N2),20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h3.csv,2.838,01 May 2019,21 Sep 2020,21 Sep 2020
20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h4' (AM blank ref only).csv,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10\Raw data (N2),20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h4' (AM blank ref only).csv,2.933,30 Apr 2019,21 Sep 2020,21 Sep 2020
20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h4.csv,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10\Raw data (N2),20190423-MCF10A-HER2-ShC-ShY-GM-AM-DAY1-h4.csv,2.833,30 Apr 2019,21 Sep 2020,21 Sep 2020
20190424-MCF10A-HER2ShC-ShY-GM-AM-DAY2-h2.csv,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST-N2-HER2-ShCont-ShYAP-GM-AM-p10\Raw data (N2),20190424-MCF10A-HER2ShC-ShY-GM-AM-DAY2-h2.csv,2.92,30 Apr 2019,21 Sep 2020,21 Sep 2020
