,path,file_name,file_size_Mb,last_access,last_modified,created_on
r02c11f22p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f22p01-ch2sk1fk1fl1.tiff,7563.696,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f23p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f23p01-ch1sk1fk1fl1.tiff,6580.804,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f23p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f23p01-ch2sk1fk1fl1.tiff,7268.942,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f24p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f24p01-ch1sk1fk1fl1.tiff,6811.052,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f24p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f24p01-ch2sk1fk1fl1.tiff,7402.3,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f25p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f25p01-ch1sk1fk1fl1.tiff,7798.804,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f25p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f25p01-ch2sk1fk1fl1.tiff,7687.858,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f26p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f26p01-ch1sk1fk1fl1.tiff,7394.28,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f26p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f26p01-ch2sk1fk1fl1.tiff,7601.77,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f27p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f27p01-ch1sk1fk1fl1.tiff,7690.086,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f27p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f27p01-ch2sk1fk1fl1.tiff,7748.396,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f28p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f28p01-ch1sk1fk1fl1.tiff,7114.202,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f28p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f28p01-ch2sk1fk1fl1.tiff,7597.402,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f29p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f29p01-ch1sk1fk1fl1.tiff,6817.116,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f29p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f29p01-ch2sk1fk1fl1.tiff,7491.886,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f30p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f30p01-ch1sk1fk1fl1.tiff,6633.43,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f30p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f30p01-ch2sk1fk1fl1.tiff,7509.114,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f31p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f31p01-ch1sk1fk1fl1.tiff,6877.76,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f31p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f31p01-ch2sk1fk1fl1.tiff,7615.064,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f32p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f32p01-ch1sk1fk1fl1.tiff,6797.052,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f32p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f32p01-ch2sk1fk1fl1.tiff,7409.228,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f33p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f33p01-ch1sk1fk1fl1.tiff,6791.684,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f33p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f33p01-ch2sk1fk1fl1.tiff,7412.594,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f34p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f34p01-ch1sk1fk1fl1.tiff,6681.12,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f34p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f34p01-ch2sk1fk1fl1.tiff,7340.644,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f35p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f35p01-ch1sk1fk1fl1.tiff,8404.912,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f35p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f35p01-ch2sk1fk1fl1.tiff,8309.42,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f36p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f36p01-ch1sk1fk1fl1.tiff,8805.858,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f36p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f36p01-ch2sk1fk1fl1.tiff,8410.492,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f37p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f37p01-ch1sk1fk1fl1.tiff,7464.738,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f37p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f37p01-ch2sk1fk1fl1.tiff,7844.686,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f38p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f38p01-ch1sk1fk1fl1.tiff,7543.249,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f38p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f38p01-ch2sk1fk1fl1.tiff,7808.299,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f39p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f39p01-ch1sk1fk1fl1.tiff,6521.384,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f39p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f39p01-ch2sk1fk1fl1.tiff,7290.92,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f40p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f40p01-ch1sk1fk1fl1.tiff,6838.728,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f40p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f40p01-ch2sk1fk1fl1.tiff,7593.438,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f41p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f41p01-ch1sk1fk1fl1.tiff,6634.084,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f41p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f41p01-ch2sk1fk1fl1.tiff,7343.664,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f42p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f42p01-ch1sk1fk1fl1.tiff,6461.776,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f42p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f42p01-ch2sk1fk1fl1.tiff,7249.02,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f43p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f43p01-ch1sk1fk1fl1.tiff,6980.568,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f43p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f43p01-ch2sk1fk1fl1.tiff,7541.024,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f44p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f44p01-ch1sk1fk1fl1.tiff,7069.392,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f44p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f44p01-ch2sk1fk1fl1.tiff,7509.908,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f45p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f45p01-ch1sk1fk1fl1.tiff,6686.778,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f45p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f45p01-ch2sk1fk1fl1.tiff,7333.76,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f46p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f46p01-ch1sk1fk1fl1.tiff,6736.946,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f46p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f46p01-ch2sk1fk1fl1.tiff,7361.178,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f47p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f47p01-ch1sk1fk1fl1.tiff,7023.056,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f47p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f47p01-ch2sk1fk1fl1.tiff,7605.714,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f48p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f48p01-ch1sk1fk1fl1.tiff,6678.066,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f48p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f48p01-ch2sk1fk1fl1.tiff,7452.764,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f49p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f49p01-ch1sk1fk1fl1.tiff,7224.556,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f49p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f49p01-ch2sk1fk1fl1.tiff,7729.238,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f50p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f50p01-ch1sk1fk1fl1.tiff,8314.158,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f50p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f50p01-ch2sk1fk1fl1.tiff,7993.85,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f51p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f51p01-ch1sk1fk1fl1.tiff,8506.315,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f51p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f51p01-ch2sk1fk1fl1.tiff,8307.195,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f52p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f52p01-ch1sk1fk1fl1.tiff,8015.64,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f52p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f52p01-ch2sk1fk1fl1.tiff,8491.88,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f53p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f53p01-ch1sk1fk1fl1.tiff,7264.942,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f53p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f53p01-ch2sk1fk1fl1.tiff,7646.04,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f54p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f54p01-ch1sk1fk1fl1.tiff,6718.05,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f54p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f54p01-ch2sk1fk1fl1.tiff,7358.532,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f55p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f55p01-ch1sk1fk1fl1.tiff,6665.292,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f55p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f55p01-ch2sk1fk1fl1.tiff,7341.14,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f56p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f56p01-ch1sk1fk1fl1.tiff,6741.436,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f56p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f56p01-ch2sk1fk1fl1.tiff,7453.992,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f57p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f57p01-ch1sk1fk1fl1.tiff,7458.338,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f57p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f57p01-ch2sk1fk1fl1.tiff,7516.514,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f58p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f58p01-ch1sk1fk1fl1.tiff,8422.134,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f58p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f58p01-ch2sk1fk1fl1.tiff,8169.928,29 Jul 2019,22 Sep 2020,21 Sep 2020
